movie_ID,Job,Name
404733, Producer, Grégoire Melin
9387, Art Direction, Benjamín Fernández
87101, Production Design, Neil Spisak
15651, Editor, Nancy Kennedy
10012, Executive Producer, Harvey Weinstein
139933, Producer, Alex Orlovsky
4970, Producer, Robert Zemeckis
103, Original Music Composer, Bernard Herrmann
9426, Original Music Composer, Howard Shore
8961, Executive Producer, Chad Oman
76341, Visual Effects, Pablo Calvillo
318846, Casting, Kathy Driscoll
341006, Original Music Composer, Tyler Bates
63112, Cinematography, Franco Di Giacomo
35122, Supervising Film Editor, Gregg Araki
9268, Producer, Arnold Kopelson
284289, Production Design, Clark Hunter
18, Screenplay, Robert Mark Kamen
338, Casting, Simone Bär
16871, Editor, Bob Murawski
173897, Producer, Robert Kulzer
368031, Music, Gary Go
, Co-Producer, Ted Griffin
16617, Construction Foreman, Thomas Martin
47327, Sound Re-Recording Mixer, Juan Peralta
300673, Editor, Tatiana S. Riegel
194662, Screenplay, Armando Bo
55534, Writer, John Fusco
402298, Executive Producer, Guy Heeley
393457, Producer, Scott Rudin
2321, Director, Jonathan Demme
416477, Casting, Gayle Keller
1541, Original Music Composer, Hans Zimmer
13154, Producer, Mark L. Lester
10796, Producer, Charles Newirth
72545, Producer, Beau Flynn
291356, Producer, Peter Phok
10191, Co-Producer, Roy Lee
10715, Stunt Coordinator, Jack Gill
17337, Characters, Tony Geiss
35, Producer, James L. Brooks
9297, Production Design, Ed Verreaux
381034, Director of Photography, Robbie Ryan
10315, Thanks, Michael Chabon
13053, Original Music Composer, John Powell
2062, Director, Jan Pinkava
8392, Director of Photography, Mark Henley
14836, Music, Bruno Coulais
44912, Set Decoration, Anne Kuljian
51162, Visual Development, Mike Gabriel
10009, Casting, Mary Hidalgo
15947, Director, William Roberts
214756, Costume Design, Cindy Evans
12, Co-Director, Lee Unkrich
15166, Sound Re-Recording Mixer, Patrick Giraudi
7443, Producer, Nick Park
9473, Director, Trey Parker
128, Producer, Toshio Suzuki
72105, Screenplay, Seth MacFarlane
10470, Producer, Jan-Michael Brandt
533, Original Music Composer, Julian Nott
77174, Director, Sam Fell
49948, Casting, Mary Hidalgo
378236, Editor, William J. Caparella
149870, Producer, Toshio Suzuki
9496, Editor, Jodie Steinvorth
12593, Original Music Composer, Ed Bogas
170687, Adaptation, Anthony Stacchi
98566, Producer, Bradley Fuller
10539, Screenplay, Steve Bloom
16306, Executive Producer, Simon Damiani
41201, Sound Designer, Jean Goudier
291270, Animation, Adam Fisher
3170, Original Music Composer, Frank Churchill
10895, Adaptation, Otto Englander
223046, Editor, Pablo Zavala
49013, Art Direction, Nathaniel McLaughlin
10380, Executive Producer, Kathleen Kennedy
230179, Associate Producer, Judy Tossell
257344, Music, Henry Jackman
43074, Screenplay, Katie Dippold
75258, Original Music Composer, Joel McNeely
21724, Costume Design, Judy L. Ruskin
238713, Producer, Paul Feig
120467, Producer, Scott Rudin
73686, Production Design, Erwin Prib
9331, Screenplay, Steven Zaillian
77084, Editor, Susan E. Morse
38843, Music, Mark Mothersbaugh
71668, Writer, Joel Soisson
49047, Sound Re-Recording Mixer, Skip Lievsay
19101, Set Decoration, Cheryl Carasik
497, Novel, Stephen King
45864, Producer, Betsy Chasse
38753, Original Music Composer, Dickon Hinchliffe
24617, Stunts, Peter Bell
8373, Executive Producer, Michael Bay
773, Casting, Justine Baddeley
182, Director of Photography, Steven Soderbergh
292280, Producer, Simon Horsman
152747, Director of Photography, Frank G. DeMarco
1073, Original Music Composer, Angelo Badalamenti
277, Executive Producer, Skip Williamson
17578, Producer, Kathleen Kennedy
346672, Producer, Gary Lucchesi
38408, Director of Photography, Andrew Dunn
10782, Editor, George Folsey Jr.
302026, Costume Design, Nicole Pelletier
34016, Casting, Allison Jones
227679, Producer, Nobuyuki Hosoya
72197, Animation Supervisor, Loyd Price
3179, Producer, Mike Judge
314, Sound Designer, Christopher Boyes
8880, Production Design, Antxón Gómez
9846, Set Decoration, Cricket Rowland
10345, Casting, Judith Weiner
127380, Executive Producer, John Lasseter
100241, Original Music Composer, Johnny Klimek
157350, Production Design, Andy Nicholson
13804, Casting, Sarah Finn
27579, Music Editor, Peter Clarke
293167, Second Unit Director of Photography, Jacques Haitkin
396398, Producer, Noah Baumbach
672, Editor, Peter Honess
36557, Production Design, Peter Lamont
154972, Special Effects, Harry Wiesenhaan
310131, Producer, Lars Knudsen
11665, Casting, Roger Mussenden
10190, Dialogue Editor, Dan Korintus
8883, Sound Designer, Hans Møller
2289, Executive Producer, Harvey Weinstein
408, Screenplay, Ted Sears
62835, Special Effects Coordinator, Jean-Christophe Magnaud
240, Producer, Mona Skager
9381, Stunt Coordinator, Kenny Bates
335988, Writer, Art Marcum
1995, Casting, John Hubbard
228165, Storyboard, Tom King
398818, Director of Photography, Sayombhu Mukdeeprom
37430, Foley, Ellen Heuer
62630, Set Decoration, Caroline Smith
287424, Producer, Trevor Kaufman
188927, Screenplay, Doug Jung
10483, Producer, Jeremy Bolt
64215, Production Design, Wuttinun Sujaritpong
157336, Art Direction, Josh Lusby
54138, Screenplay, Roberto Orci
158852, Casting, April Webster
190955, Producer, Alain Attal
12165, Music, Hans Zimmer
287084, Producer, Jason Blum
10057, Costume Design, John Mollo
13155, Screenplay, Gill Dennis
11059, Producer, Uwe Boll
634, Production Design, Gemma Jackson
9092, Producer, Tom Engelman
5176, Casting, Lisa Beach
1878, Author, Hunter S. Thompson
9613, Executive Producer, Jane Barclay
140607, Screenplay, J.J. Abrams
12547, Director, Brad Mirman
11860, Editor, Fredric Steinkamp
666, Screenplay, Walter Salles
1891, Assistant Director, Gary Kurtz
9008, Producer, Michael Mann
313369, Casting, Deborah Aquila
938, Settings, Carlo Simi
33, Executive Producer, David Valdes
9654, Editor, Richard Francis-Bruce
618, Executive Producer, H.E. Aitken
68818, Producer, Andrés Santana
152584, First Assistant Director, Monya Galbi
63849, Sound Re-Recording Mixer, Stefan Korte
13168, Director, Gregg Araki
55562, Special Effects, Harry Wiesenhaan
41225, Adaptation, Roger Vadim
278774, Director of Photography, James Alfred Menard
40807, Music Editor, Stephen M. Davis
11970, Casting, Ruth Lambert
510, Producer, Michael Douglas
244267, Director, Mike Cahill
79528, Executive Producer, Nick Fraser
11210, Editor, Sue Blainey
220820, Writer, Giorgio Serafini
38166, Stunt Coordinator, Lauro Chartrand
16687, Director, Dennis Chan
9509, Producer, Tony Scott
376134, Producer, Alex Orlovsky
13639, Makeup Designer, Leendert van Nimwegen
24021, Visual Effects Supervisor, Phil Tippett
11451, Executive Producer, Charles Hirschhorn
277834, Executive Producer, John Lasseter
415, Director, Joel Schumacher
356334, Second Unit Cinematographer, Steven Szolcsanyi
7364, Co-Producer, William H. Brown
11774, Supervising Art Director, John Dexter
160139, Producer, Kerstin Ramcke
1578, Editor, Thelma Schoonmaker
102899, Additional Music, Leo Birenberg
9457, Art Direction, Kevin Ishioka
107, Writer, Guy Ritchie
10590, Producer, Bruce Davey
36668, Production Design, Ed Verreaux
306650, Director of Photography, Chris Goodger
122081, Producer, Chris Hanley
11169, Casting, Cassandra Kulukundis
13493, Editor, Roger Bondelli
8881, Costume Design, Bina Daigeler
13700, Associate Editor, Mark A. Hester
13205, Story, Jeanne Rosenberg
11224, Original Music Composer, Paul J. Smith
16508, Director, Maurice Joyce
39433, Novel, Patricia Cornwell
251227, Line Producer, Ryan Kirby
9529, Director of Photography, Anthony B. Richmond
9644, Camera Operator, Paul Hughen
16558, Dialogue Editor, Dan Korintus
31546, Executive Producer, John Sloss
320, Casting, Marci Liroff
50765, Title Designer, John Portnoy
48613, Story, Lamberto Bava
239566, Art Direction, Jesse Rosenthal
9384, Screenplay, John OBrien
12312, Producer, Anne Kopelson
388202, Editor, Vincent Tabaillon
1985, Executive Producer, Donald Ranvaud
316021, Writer, Matthew Ross
410988, Writer, Nick Damici
302150, Producer, Sam Worthington
, Executive Producer, Leonardo DiCaprio
272693, Executive Producer, Ted Gidlow
159667, First Assistant Director, David Sparkes
23168, Casting, Lora Kennedy
9759, Original Music Composer, John Ottman
9352, Associate Producer, Matthew Stillman
437, Producer, Ernie Barbarash
9799, Editor, Peter Honess
67660, Director, Tim Story
51620, Supervising Sound Editor, Javier Bennassar
9501, Screenplay, Thierry Cazals
242512, Producer, Jason Blum
9532, Makeup Department Head, Lisa Love
23759, Foley, Peter Burgis
152745, Stunt Coordinator, Kevin Beard
14001, Producer, Gregg Hoffman
10304, Co-Producer, Phil Tippett
13027, Production Design, Thomas E. Sanders
10496, Director of Photography, George Mooradian
635, Executive Producer, Mario Kassar
218043, Writer, Tim LaHaye
169209, Producer, Randall Emmett
6312, Producer, Samuel Hadida
86467, Editor, Masahiro Hirakubo
8292, Editor, Bruce Cannon
10529, Producer, Christopher Roberts
313922, Director, Jeremy Saulnier
174316, Producer, Justin Long
16911, Novel, Arkadiy Strugatskiy
9829, Producer, Eric Fellner
262500, Screenplay, Akiva Goldsman
109424, Producer, Michael De Luca
10054, Executive Producer, Cary Granat
22881, Executive Producer, Erwin Stoff
11258, Boom Operator, Nicholas R. Allen
49849, Sound Designer, David Farmer
42536, Art Direction, Eugène Lourié
13825, Director of Photography, Jerzy Zielinski
13616, Producer, Andrew G. Vajna
36677, Editor, Conrad Buff IV
39486, Editor, John Wright
20312, Writer, Bob Gale
16996, Sound Effects Editor, Frederick Howard
8643, Construction Coordinator, Doug Hardwick
8698, Director of Photography, Dan Laustsen
82992, Editor, Christian Wagner
1624, Casting, Ron Surma
7984, Screenplay, Terry George
16436, Art Direction, Tommy Vögel
75674, Music Supervisor, Peter Afterman
112454, Writer, Christopher D. Ford
8077, Screenplay, Walter Hill
71677, Costume Design, Ioana Corciova
330459, Story, Gary Whitta
293660, Stunts, Sala Baker
22803, Costume Design, Jeffrey Kurland
157547, Costume Design, Lynn Falconer
130267, Casting, Jo Edna Boldin
340677, Original Music Composer, Tim Williams
607, Producer, Laurie MacDonald
321697, Producer, Scott Rudin
139777, Producer, Ridley Scott
324670, Director of Photography, Bojan Bazelli
14028, Editor, Matthew Booth
126889, Producer, Michael Schaefer
83589, Director of Photography, Reed Morano
9032, Executive Producer, Joseph M. Caracciolo Jr.
22584, Screenplay, Jules Furthman
412280, Dialogue Editor, Jason Lawrence
16325, Casting, Dean E. Fronk
31947, Story, Ronald Shusett
74, Producer, Colin Wilson
2069, Original Music Composer, Randy Edelman
2662, Director of Photography, Tom Richmond
63, Executive Producer, Robert Cavallo
39449, Stunts, Al Jones
49521, Story, Christopher Nolan
238, Production Design, Dean Tavoularis
14306, Executive Producer, Joseph M. Caracciolo Jr.
8869, Producer, Dean Devlin
256274, Producer, Drew Dowdle
10681, Original Music Composer, Thomas Newman
239, Story, Michael Logan
4614, Editor, Nicolas De Toth
1213, Executive Producer, Sydney Pollack
15206, Executive Producer, Kirk DAmico
10320, Art Direction, Christa Munro
7445, Director of Photography, Frederick Elmes
9504, Producer, Jerry Tokofsky
1844, Leadman, Mohan Singh
271110, Producer, Kevin Feige
206647, Producer, Michael G. Wilson
201088, Producer, Thomas Tull
384798, Producer, Rupert Preston
34544, Casting, Deborah Aquila
38027, Music, Maurice Jarre
9373, Director of Photography, Daniel Pearl
441483, Screenplay, Juanita Wilson
809, Editor, Sim Evan-Jones
205, Author, Terry George
241843, Co-Producer, Ryan Farhoudi
11030, Producer, Robert Greenhut
3021, Screenplay, Scott Alexander
1368, Screenplay, Sylvester Stallone
103332, Sound mixer, Edward Tise
37834, Director of Photography, Phedon Papamichael
280996, Original Music Composer, Carter Burwell
109410, Executive Producer, Jon Jashni
33409, Scoring Mixer, Michael Stern
2454, Producer, Mark Johnson
9291, Director of Photography, Dean Semler
388399, Producer, Dylan Clark
339692, Sound Re-Recording Mixer, Tony Lamberti
340837, Screenplay, Justin Haythe
348060, Producer, Allan Niblo
333371, Music, Bear McCreary
238589, Producer, Bobby Ranghelov
, Story, James Mangold
38757, Production Design, Douglas Rogers
77663, Executive Producer, Boaz Davidson
1577, Director of Photography, Christian Sebaldt
73, Producer, John Morrissey
1832, Editor, Scott Mosier
254, Producer, Fran Walsh
77459, Executive Producer, Nadia Khamlichi
10316, Casting, Ellen Chenoweth
11547, Producer, Sam Froelich
10479, Production Design, Robert W. Laing
680, Executive Producer, Danny DeVito
13572, Unit Production Manager, Cherylanne Martin
16538, Sound Re-Recording Mixer, Marc Fishman
86834, Director of Photography, Matthew Libatique
10193, Story, John Lasseter
7450, Costume Design, Kym Barrett
76757, Costume Design, Kym Barrett
169, Director of Photography, Peter Levy
240832, Casting, Nathalie Cheron
283995, Editor, Craig Wood
