movie_ID,Job,Name
404733, Set Costumer, Aurore Pageot
9387, Set Decoration, Giorgio Postiglione
87101, Executive Producer, Paul Schwake
15651, Co-Executive Producer, Sandra Hartness
10012, Screenplay, Kevin Williamson
139933, Co-Producer, Jacob Jaffke
4970, Line Producer, Jefferson Richard
103, Makeup Artist, Irving Buchman
9426, Property Master, Marc Corriveau
8961, Set Decoration, Jennifer Williams
76341, Casting, Kate Dowd
318846, Music Editor, John Finklea
341006, Special Effects Supervisor, Daniel Cordero
63112, Camera Supervisor, Enrico Fontana
35122, Line Producer, David Pomier
9268, Costume Design, Richard Bruno
284289, Foley, Kiku Vidal
18, Art Direction, Kevin Phipps
338, Second Unit Cinematographer, Ralph Kächele
16871, Sound Designer, Jussi Tegelman
173897, Still Photographer, Ilze Kitshoff
368031, Casting Associate, Kerrie Mailey
, Art Direction, Chris Shriver
16617, Director, Renny Harlin
47327, Writer, Todd Farmer
300673, Screenplay, Paul Tamasy
194662, Executive Producer, Sarah E. Johnson
55534, Makeup Artist, Bryon Callaghan
402298, Steadicam Operator, Stamos Triantafyllos
393457, Costume Supervisor, Suzy Freeman
2321, Makeup Artist, Bernadette Mazur
416477, Supervising Sound Editor, Tom Paul
1541, Hairstylist, Karl Wesson
13154, Title Designer, Douy Swofford
10796, Art Direction, Paul Sonski
72545, Story, Brian Gunn
291356, Title Designer, Neal Jonas
10191, Editorial Services, James Beshears
10715, Editor, Rick Finney
17337, Storyboard, Ian Freedman
35, Producer, Jay Kleckner
9297, Original Music Composer, Douglas Pipes
381034, Editor, Nick Emerson
10315, Animation, Jeff Riley
13053, Director, Byron Howard
2062, Post Production Supervisor, Paul Cichocki
8392, Animation, Masaaki Endo
14836, Storyboard, Graham Annable
44912, Art Direction, Scott Plauche
51162, Director, Don Hall
10009, Visual Development, Paul A. Felix
15947, Animation, Les Clark
214756, Special Effects Coordinator, J.D. Schwalm
12, Story, Nathan Stanton
15166, Script Supervisor, Monica Ochoa
7443, Screenplay, Karey Kirkpatrick
9473, Animation, Ryan Quincy
128, Animation Supervisor, Yoshifumi Kondô
72105, Set Decoration, Kyra Friedman Curcio
10470, Set Designer, Hans Devolder
533, Post Production Supervisor, Michael Solinger
77174, Animation, Phil Dale
49948, Executive Music Producer, Peter Gelb
378236, Storyboard Designer, Didier Ah-Koon
149870, Animation, Masaaki Endo
9496, Sound Editor, Ben Barker
12593, Animation, Helen Komar
170687, Animation, Phil Dale
98566, Animation, Erik Baker
10539, Animation, Sean Burns
16306, Animation, Dana Drábová
41201, Animation, Charlotte Walton
291270, Animation, Jerrold Chong
3170, Art Direction, Robert Cormack
10895, Animation, Fred Moore
223046, Animation Director, Deborah Hunn
49013, Casting, Kevin Reher
10380, Sound Recordist, Charlie Ajar Jr.
230179, Producer, Andy Mayson
257344, Producer, Adam Sandler
43074, Set Decoration, Leslie A. Pope
75258, Production Manager, Shamsher Walia
21724, Writer, Damien Dante Wayans
238713, Special Effects Supervisor, Gabor Kiszelly
120467, Co-Producer, Jane Frazer
73686, Writer, David F. Shamoon
9331, Construction Coordinator, Sebastian Milito
77084, Visual Effects Supervisor, Steven Meyer
38843, Stunt Coordinator, Ryan Ennis
71668, Editor, Devin C. Lussier
49047, Hairstylist, Waldo Sanchez
19101, Sound Editor, Hugo Weng
497, Makeup Artist, Deborah La Mia Denaver
45864, Location Manager, Brad Hill
38753, Music Editor, John Finklea
24617, Original Music Composer, Phil Marshall
8373, Executive Producer, Brian Goldner
773, Music Supervisor, Susan Jacobs
182, Lighting Technician, James Plannette
292280, Director of Photography, James Kniest
152747, Director, J.C. Chandor
1073, Title Designer, Kyle Cooper
277, Screenplay, Danny McBride
17578, Supervising Art Director, Andrew L. Jones
346672, Screenplay, Cory Goodman
38408, Unit Production Manager, Richard J. Gelfand
10782, Set Decoration, Vera Mills
302026, Supervising Sound Editor, Pierre-Jules Audet
34016, Sound Editor, Kerry Ann Carmean
227679, Conceptual Design, Hiroki Fuchino
72197, Animation, Florian Perinelle
3179, Storyboard, Ray daSilva
314, Leadman, Freddy Waff
8880, Supervising Sound Editor, Gabriel Gutierrez
9846, Sound Re-Recording Mixer, Gary Alexander
10345, Still Photographer, Marsha Blackburn
127380, Story, Victoria Strouse
100241, Casting, Nikki Barrett
157350, Screenplay, Vanessa Taylor
13804, Executive Producer, Amanda Lewis
27579, Production Sound Mixer, Chris Munro
293167, Camera Operator, Steve Adcock
396398, Special Effects Coordinator, Jeff Brink
672, Makeup Designer, Nick Dudman
36557, Assistant Director, Bruce Moriarty
154972, Sound Effects Editor, Andy Kennedy
310131, Editor, Louise Ford
11665, Producer, Andrew Lazar
10190, Sound Designer, Mariusz Glabinski
8883, Makeup Artist, Jens Bartram
2289, Supervising Sound Editor, Eddy Joseph
408, Animation, Albert Hurter
62835, Art Direction, Franckie Diago
240, Music Editor, George Brand
9381, Novel, Maurice G. Dantec
335988, Co-Producer, Ricardo Del Río
1995, Production Design, Kirk M. Petruccelli
228165, Location Manager, Laura Bryant
398818, Producer, Howard Rosenman
37430, Producer, John Baldecchi
62630, Cinematography, Jan Vrints
287424, Associate Producer, Charles V. Bender
188927, Music Editor, Paul Rabjohns
10483, Second Unit Cinematographer, Igor Meglic
64215, Producer, Chenchonnanee Soonthonsaratul
157336, Hairstylist, Jose Zamora
54138, Casting, April Webster
158852, Director of Photography, Claudio Miranda
190955, Leadman, David Scott Gagnon
12165, Casting Associate, Tannis Vallely
287084, Makeup Artist, Robin K. Byrd
10057, Casting, Jeremy Zimmermann
13155, Makeup Supervisor, Robin Grantham
11059, Casting, Maureen Webb
634, Costume Design, Rachael Fleming
9092, Screenplay, Deborah Serra
5176, Executive Producer, Ryan Kavanaugh
1878, Camera Operator, Frank Perl
9613, Associate Producer, Sanjay Burman
140607, Art Direction, Jordana Finkel
12547, Sound Re-Recording Mixer, Steve Single
11860, Sound Re-Recording Mixer, Adam Jenkins
666, Editor, Isabelle Rathery
1891, Set Decoration, Michael Ford
9008, Assistant Art Director, Steven Schwartz
313369, Set Decoration, Sandy Reynolds-Wasco
938, Sound Designer, Guido Ortenzi
33, Assistant Director, Bill Bannerman
9654, Set Decoration, Denise Pizzini
618, Assistant Director, Elmer Clifton
68818, Script Supervisor, Núria Casanueva
152584, Sound Editor, Mélanie Blouin
63849, Supervising Sound Editor, Guido Zettier
13168, Post Production Assistant, Joseph Cheng King-Kei
55562, Music, Nicolas Economou
41225, Editor, Ruggero Mastroianni
278774, Production Manager, Allen Lewis
40807, Editor, Zene Baker
11970, Editor, Robert W. Hedland
510, Camera Operator, Dick Colean
244267, Foley Editor, Andrea Gard
79528, Producer, Marcos Prado
11210, Supervising Sound Editor, Michael Silvers
220820, Production Manager, Kacy Palmieri
38166, Foley Editor, Hugo DeLaCerda
16687, Digital Compositors, Sean Apple
9509, Art Direction, Héctor Romero
376134, Second Unit Director of Photography, Bill Trautvetter
13639, Songs, Jan Smit
24021, Sound Effects Editor, Stuart Provine
11451, Costume Design, Frank Helmer
277834, Animation Supervisor, Adam Green
415, Casting Associate, Emily Schweber
356334, Sound Effects Editor, Ken Cade
7364, Director, Breck Eisner
11774, Production Illustrator, Mauro Borrelli
160139, Supervising Sound Editor, Tatjana Jakob
1578, Hairstylist, Allen Payne
102899, Director of Photography, Russell Carpenter
9457, Visual Effects Supervisor, Van Ling
107, Set Decoration, Linda Wilson
10590, Art Department Coordinator, Wendy Richardson
36668, Art Direction, Helen Jarvis
306650, Visual Effects Producer, Agnes Rama
122081, Executive Producer, Miles Levy
11169, Editor, Barbara Tulliver
13493, Production Design, Ben Barraud
8881, Set Designer, Roberto Bonelli
13700, Director, John Sanford
13205, Visual Effects Supervisor, Julian Hynes
11224, Sound Recordist, Robert O. Cook
16508, Animation Manager, Gary Blatchford
39433, Sound Effects Editor, Richard S. Steele
251227, Costume Design, Angela Lavalla
9529, Assistant Art Director, Andy Werderitsch
9644, Music Editor, Douglas M. Lackey
16558, Music Editor, Nic Ratner
31546, Post Production Supervisor, Michael Jackman
320, Associate Producer, Steven P. Wegner
50765, Dialogue Editor, Cameron O. Galloway
48613, Assistant Director, Silvia Innocenzi
239566, Director of Photography, Stephen Goldblatt
9384, Producer, Alan Riche
12312, Casting, Risa Bramon Garcia
388202, Hair Department Head, Lauren Kelley
1985, Property Master, Joey Weber
316021, Costume Design, Kameron Lennox
410988, Director of Photography, Matt Mitchell
302150, Foley Editor, Peter Hanson
, Art Department Coordinator, Stephanie Cain
272693, Co-Producer, Josh A. Cagan
159667, Key Hair Stylist, Jessica Shannon
23168, Co-Producer, Chay Carter
9759, Unit Production Manager, Richard J. Gelfand
9352, Producer, Daniel Goldberg
437, Still Photographer, Sophie Giraud
9799, Dialogue Editor, Mildred Iatrou
67660, Writer, Keith Merryman
51620, Makeup Artist, Kerry Skelton
9501, Art Direction, Rex Raglan
242512, Makeup Effects, Dean Jones
9532, Foley, James Moriana
23759, Makeup Effects, Paul Hyett
152745, Casting, Matthew Morgan
14001, Production Manager, Dennis Chapman
10304, Set Designer, Richard Reynolds
13027, Director, D.J. Caruso
10496, Dialogue Editor, Pembrooke Andrews
635, Assistant Art Director, Maher Ahmad
218043, Construction Coordinator, James Passanante
169209, Makeup Department Head, Courtney Lether
6312, Makeup Artist, Frédérique Ney
86467, Orchestrator, Jeff Atmajian
8292, Executive Producer, Erik Howsam
10529, Art Direction, Anshuman Prasad
313922, Dialogue Editor, Alexa Zimmerman
174316, Production Design, Rick Butler
16911, Foley, Sergey Figner
9829, Editor, Christopher Rouse
262500, Dialect Coach, Susan Hegarty
109424, Producer, Dana Brunetti
10054, Casting, Mary Vernieu
22881, Stunt Coordinator, Lonnie R. Smith Jr.
11258, Costume Design, Kathleen Detoro
49849, Screenplay, Roberto Orci
42536, Assistant Director, Jean Mitry
13825, Producer, Matt Milich
13616, Art Department Coordinator, Slemer Karolina
36677, Art Direction, Raul Paton
39486, Sound Effects Editor, Joe Dzuban
20312, Production Design, Rocco Matteo
16996, Sound Re-Recording Mixer, Michael Keller
8643, Executive Producer, David McIlvain
8698, Art Direction, Marco Bittner Rosser
82992, Director, Justin Lin
1624, Writer, Paul Guay
7984, Director, Jim Sheridan
16436, ADR & Dubbing, Pierre Peters-Arnolds
75674, Sound Re-Recording Mixer, Larry Benjamin
112454, Digital Intermediate, Kevin Downer
8077, Makeup Department Head, Peter Robb-King
71677, Sound Designer, Jason Dotts
330459, Art Direction, Steven Lawrence
293660, Art Department Coordinator, Teresa Ngan
22803, Executive In Charge Of Production, Kathleen M. Courtney
157547, Art Direction, Elizabeth Boller
130267, Costume Design, Miya Matsumoto
340677, Executive Producer, Valentina Gardani
607, Special Effects Coordinator, Peter Chesney
321697, Still Photographer, François Duhamel
139777, Set Decoration, Zoltán Horváth
324670, Assistant Art Director, Alex McCarroll
14028, Costume Supervisor, Loida Viera
126889, Director of Photography, Dariusz Wolski
83589, Editor, Mark Burnett
9032, Supervising Sound Editor, Michael D. Wilhoit
22584, Set Decoration, Casey Roberts
412280, Sound Designer, Frank Laratta
16325, Producer, John Corser
31947, Set Decoration, Hugh Scaife
74, Executive Producer, Paula Wagner
2069, Co-Producer, Don Carmody
2662, Art Direction, Michael Krantz
63, Hairstylist, Christina Bartolucci
39449, Stunts, Tim Trella
49521, Art Direction, Vlad Bina
238, Hairstylist, Philip Leto
14306, Screenplay, Don Roos
8869, Music Supervisor, Peter Afterman
256274, Sound Designer, Karen Vassar Triest
10681, Thanks, Harris Savides
239, Still Photographer, Bernie Abramson
4614, Director, Phil Alden Robinson
1213, Casting, Shaila Rubin
15206, Stunt Coordinator, David Ambrosi
10320, Costume Design, Wendy Chuck
7445, Casting, Jo Edna Boldin
9504, Property Master, Robert Griffon Jr.
1844, Stunt Coordinator, Jim Dowdall
271110, Executive Producer, Patricia Whitcher
206647, Supervising Sound Editor, Karen Baker Landers
201088, Line Producer, John Radel
384798, First Assistant Camera, Jason Iqbal
34544, Casting, Alexa L. Fogel
38027, Second Assistant Director, Gary Daigler
9373, Executive Producer, Jeffrey Allard
441483, ADR & Dubbing, Patrick Christensen
809, Producer, David Lipman
205, Casting, Sarah Trevis
241843, Story, Leigh Whannell
11030, Unit Production Manager, Ezra Swerdlow
3021, Casting, Elaine Grainger
1368, Co-Executive Producer, Herb Nanas
103332, Original Music Composer, Nick Urata
37834, Unit Production Manager, E. Bennett Walsh
280996, Key Hair Stylist, Konnie Daniel
109410, Music Editor, John Finklea
33409, Executive Producer, David Segel
2454, Director of Photography, Karl Walter Lindenlaub
9291, Art Direction, Alan Au
388399, Editor, Gabriel Fleming
339692, Camera Operator, David J. Schweitzer
340837, Set Decoration, Mark Rosinski
348060, ADR & Dubbing, Katia Boutin
333371, Helicopter Camera, Phil Pastuhov
238589, Sound Re-Recording Mixer, Jason Dotts
, Costume Design, Daniel Orlandi
38757, Animation Supervisor, Glen Keane
77663, Foley, Sue Harding
1577, Production Design, Paul D. Austerberry
73, Executive In Charge Of Production, Carla Fry
1832, Sound Effects Editor, Shannon Mills
254, Sound Designer, David Farmer
77459, Character Designer, Olivier Delabarre
10316, Producer, Brian Oliver
11547, Supervising Sound Editor, Brian Best
10479, Stunts, Jeffrey J. Dashnaw
680, Music Supervisor, Karyn Rachtman
13572, Production Design, J. Dennis Washington
16538, Set Dresser, P. Scott Bailey
86834, Stunt Coordinator, Douglas Crosby
10193, Screenplay, Michael Arndt
7450, Story, Randall McCormick
76757, Art Direction, David Allday
169, Set Decoration, Rick Simpson
240832, Boom Operator, Régis Boussin
283995, Associate Producer, Simon Hatt
395992, Still Photographer, Alex Bailey
9785, Sound Designer, Stephen Hunter Flick
9772, Sound Effects Editor, Christopher Assells
34851, Writer, Michael Finch
4232, Co-Executive Producer, Stuart M. Besser
181533, Art Direction, Catherine Ircha
5966, Choreographer, JoAnn Fregalette Jansen
2054, Key Hair Stylist, Werner Sherer
60405, Art Direction, Anthony Ianni
9741, Makeup Effects, Howard Berger
15472, Sound Effects Editor, Peter Albrechtsen
242095, Writer, Carlyle Eurbank
131631, Hairstylist, Joy Zapata
7916, Visual Effects Supervisor, Doug Oddy
15092, Editor, Fernando Villena
818, Music Editor, Thomas Bartke
47933, Art Direction, Ravi Bansal
52505, Sound Re-Recording Mixer, Chris David
423, Makeup Artist, Didier Lavergne
2978, Hairstylist, Peggy Semtob
11615, Makeup Artist, Tania McComas
7220, Unit Production Manager, John H. Starke
393519, Editor, Jean-Christophe Bouzy
10909, First Assistant Camera, Dana Gonzales
337844, Writer, Matt Rager
25748, First Assistant Camera, Andy Graham
8247, Producer, Jay Sanders
23592, Writer, Johnny Hartmann
283445, Costume Design, Stephani Lewis
50646, Costume Design, Dayna Pink
, Art Direction, Steve Carter
173205, Supervising Producer, Bonnie Benjamin-Phariss
245700, Visual Effects Supervisor, George Zwier
807, Producer, Arnold Kopelson
14442, Additional Music, Shaun Davey
266639, Sound Effects Editor, Craig Polding
52454, Grip, Matt Hoefler
44214, Executive Producer, Jennifer Roth
13775, Costume Design, Jane Johnston
122917, Sound Designer, David Farmer
107073, Producer, Pablo Boneu
10727, Producer, John Fasano
13056, Co-Producer, Gary Ventimiglia
381015, Sound Re-Recording Mixer, Rudy Michael
300671, Camera Operator, Damien Beebe
199647, Director of Photography, Bruce Thierry Cheung
118340, Production Design, Charles Wood
49538, Art Direction, Grant Armstrong
37534, Key Makeup Artist, Dennis Liddiard
14784, Production Design, Ged Clarke
4547, Editor, Angus Wall
225565, Steadicam Operator, Jamie Silverstein
157851, Co-Producer, Walter Gasparovic
19255, Visual Effects Supervisor, Dennis Berardi
15357, Helicopter Camera, Steven Desbrow
550, Unit Production Manager, Helen Pollak
13018, Producer, Mark Albela
10410, Executive Producer, Joseph Isgro
64690, Thanks, Hossein Amini
9902, Casting, Anya Colloff
8053, Makeup Department Head, John Blake
14549, Script Supervisor, Mila Maslarova
6075, Executive Producer, Louis A. Stroller
2925, Executive Producer, Adam Schroeder
61791, Foley, Dawn Lunsford
44826, Hairstylist, Laura Schalker
69, Dialogue Editor, Mildred Iatrou
20606, Script Supervisor, Carole Salisbury
334543, Set Decoration, Nicki Gardiner
376866, Casting, Mathilde Snodgrass
252178, Makeup Artist, Peta Dunstall
124905, Stunts, Krista Bell
127585, Set Decoration, Gordon Sim
156717, Makeup Designer, Kerry Skelton
49040, Hairstylist, Kathe Swanson
314365, First Assistant Editor, Andrew Pang
369885, Casting, Robert Sterne
267860, Costume Design, Stephanie Collie
, Executive Producer, Jeff G. Waxman
414977, Makeup Artist, David Walker Jr.
91314, Executive Producer, Brian Goldner
1858, Story, Alex Kurtzman
18823, Screenplay, Matt Manfredi
192149, Sound Re-Recording Mixer, Johnathan Rush
4327, Costume Design, Joseph G. Aulisi
76170, VFX Artist, Erik Classen
3597, Painter, Deborah Pollard Matthews
72440, Modeling, Sean House
179, Supervising Art Director, W. Steven Graham
204922, Dialogue Editor, Rob Killick
2787, Painter, Stephen Hay
134597, Visual Effects Supervisor, Rick Sander
6972, Director of Photography, Mandy Walker
1957, Second Assistant Director, Joan G. Bostwick
345874, Director of Photography, Martin Ahlgren
949, Stunts, Tony Brubaker
76163, Executive Producer, Guymon Casady
12201, Supervising Art Director, Greg Berry
1359, Foley, Andy Malcolm
68734, Costume Supervisor, Pamela Wise
157353, Set Decoration, Gene Serdena
50546, Editor, Tom Costain
9397, Set Designer, Noelle King
19384, Makeup Artist, Evan Brainard
8413, Art Direction, Giles Masters
16, Hairstylist, Michelle Crane
345938, Post Production Supervisor, Andy Levine
4517, Art Direction, Andy Thomson
333484, Casting, Elizabeth Coulon
8204, Producer, Karey Kirkpatrick
23483, Comic Book, Mark Millar
597, Production Supervisor, Giedra Rackauskas
4982, Executive Producer, Michael Costigan
443319, Script Supervisor, Jane Forbes
137113, Art Direction, Mark Harris
11808, Executive Producer, Roy Huggins
49049, Art Direction, Emilia Roux
333352, Costume Design, Ruy Filipe
205584, Production Design, Owen Paterson
13771, Set Dressing Artist, Sophie Phillips
308504, Casting, Deborah Aquila
23629, Visual Effects Producer, John Norris
1646, Camera Operator, Geoffrey Haley
11208, Casting Associate, Jennifer L. Smith
820, Producer, Joseph P. Reidy
9835, Gaffer, Jeffrey W. Petersen
23514, Art Direction, Dawn Swiderski
9691, Production Design, Thomas E. Sanders
24558, Construction Coordinator, Jim Brinson
82682, Hairstylist, Kim Santantonio
1635, Screenplay, Caspian Tredwell-Owen
28178, Executive Producer, Stewart McMichael
9693, Producer, Eric Newman
9438, Executive Producer, Henry G. Saperstein
13564, Makeup Artist, Mariana Love
10328, Special Effects Coordinator, Joseph A. Unsinn
74643, Editor, Michel Hazanavicius
338189, Production Manager, Claire Patronik
394063, Digital Compositors, James Daniel Haines
40466, Cinematography, Eliot Rockett
2770, Original Music Composer, David Lawrence
11377, Stunt Coordinator, Gregg Brazzel
329440, Art Department Coordinator, Aleksandra Mihajlovic
2252, Supervising Sound Editor, Michael OFarrell
14125, Additional Photography, Antonio Zavala Kugler
77883, Writer, E.L. Katz   
157849, Makeup Artist, Valeska Schitthelm
5471, Casting, Vicky Wildman
429662, Foley Editor, Peter Hanson
