movie_ID,Job,Name
404733, Set Costumer, Céline Collobert
9387, Stunt Coordinator, Terry Leonard
87101, Costume Design, Susan Matheson
15651, Co-Executive Producer, Karen Ellis
10012, Co-Producer, Dixie J. Capp
139933, Unit Production Manager, Jacob Jaffke
4970, Co-Producer, Richard Mirisch
103, Special Effects, Tony Parmelee
9426, Assistant Art Director, Nancey Pankiw
8961, Editor, Roger Barton
76341, Set Decoration, Lisa Thompson
318846, Sound Re-Recording Mixer, Terry Porter
341006, Sequence Supervisor, Adam Benson
63112, Costume Design, Marisa Crimi
35122, Executive Producer, Ronald J. Levin
9268, Set Decoration, Garrett Lewis
284289, Sound Editor, Sandy Gendler
18, Art Direction, Jim Morahan
338, Sound Effects Editor, Lars Ginzel
16871, Digital Intermediate, Stefan Sonnenfeld
173897, Sound Effects Editor, Alex Bullick
368031, Art Department Coordinator, Gaby Beyers
, Special Effects, R. Bruce Steinheimer
16617, Stunt Coordinator, Willem de Beukelaer
47327, Music, Michael Wandmacher
300673, Sound Re-Recording Mixer, Dean A. Zupancic
194662, Executive Producer, Molly Conners
55534, Visual Effects Supervisor, Nicholas Brooks
402298, Second Unit Director of Photography, Hamish Doyne-Ditmas
393457, Assistant Costume Designer, Jodie Stern
2321, Set Decoration, Nina Ramsey
416477, Camera Operator, Ari Issler
1541, Makeup Artist, Bonita DeHaven
13154, Assistant Property Master, William Maccario
10796, Stunt Coordinator, Gary Hymes
72545, Screenplay, Brian Gunn
291356, Script Supervisor, Mara Herdmann
10191, Editorial Services, Susan Fitzer
10715, Producer, Christopher DeFaria
17337, Modeling, Robin Conover
35, Screenplay, Matt Selman
9297, Screenplay, Rob Schrab
381034, Associate Producer, Arnaud Lannic
10315, Animation, Payton Curtis
13053, Visual Development, Gregory Miller
2062, Master Lighting Artist, Tim Best
8392, Background Designer, Hidetoshi Kaneko
14836, Producer, Claire Jennings
44912, Conceptual Design, Ed Natividad
51162, Story, Stephen Anderson
10009, Visual Development, Richie Chavez
15947, Animation, Ward Kimball
214756, Original Music Composer, Walter Murphy
12, Production Supervisor, Marcia Gwendolyn Jones
15166, Set Costumer, Adam voigts
7443, Director of Photography, Frank Passingham
9473, Animation Director, Eric Stough
128, Art Direction, Kazuo Oga
72105, Art Direction, E. David Cosier
10470, Set Designer, Manuel Arenas
533, Animation, Fabrice Joubert
77174, Animation, Darlie Brewster
49948, Title Designer, John Brian King
378236, Storyboard Designer, Shawn Palmer
149870, Animation, Atsushi Tamura
9496, Set Designer, Marcus Hoogveld
12593, Animation, Cosmo Anzilotti
170687, Visual Effects Producer, Annie Pomeranz
98566, Animation, Akemi Abe
10539, Animation, Stephen A. Buckley
16306, Animation, Renáta Celbová
