movie_ID,Job,Name
404733, Writer, Derek Haas
9387, Screenplay, Oliver Stone
87101, Set Decoration, Jay Hart
15651, Music Supervisor, Mark Suozzo
10012, Executive Producer, Bob Weinstein
139933, Casting, Paul Schnee
4970, Producer, Joel Silver
103, Director of Photography, Michael Chapman
9426, Producer, Stuart Cornfeld
8961, Executive Producer, Mike Stenson
76341, Writer, George Miller
318846, Screenplay, Charles Randolph
341006, Producer, Peter Safran
63112, Production Design, Franco Fumagalli
35122, Producer, Gregg Araki
9268, Producer, Anne Kopelson
284289, Executive Producer, Stephen Susco
18, Producer, Patrice Ledoux
338, Producer, Andreas Schreitmüller
16871, Writer, Sam Raimi
173897, Producer, Jeremy Bolt
368031, Screenplay, Philip Koch
, Sound Effects Editor, Eugene Gearty
16617, Costume Design, Louise Frogley
47327, Casting, Nancy Nayor
300673, Costume Design, Louise Frogley
194662, Screenplay, Alejandro González Iñárritu
55534, Director, Steve Barron
402298, Producer, Gary Foster
393457, Theatre Play, August Wilson
2321, Sound mixer, Chris Newman
416477, First Assistant Director, Nicholas Bell
1541, Producer, Mimi Polk Gitlin
13154, Producer, Martin E. Caan
10796, Original Music Composer, Trevor Rabin
72545, Special Effects Supervisor, Peter Chesney
291356, Editor, Ti West
10191, Co-Producer, Doug Davison
10715, Director, Joe Dante
17337, Screenplay, John Loy
35, Screenplay, James L. Brooks
9297, Casting, Victoria Burrows
381034, Creature Design, Toby Froud
10315, Screenplay, Noah Baumbach
13053, Animation, John Kahrs
2062, Animation, Angus MacLane
8392, Executive Producer, Rick Dempsey
14836, Producer, Harry Linden
44912, Costume Design, Ngila Dickson
51162, Producer, Peter Del Vecho
10009, Casting, Matthew Jon Beck
15947, Layout, Don DaGradi
214756, Director of Photography, Michael Barrett
12, Supervising Film Editor, Lee Unkrich
15166, Foley, Bastien Benkhelil
7443, Director, Nick Park
9473, Original Music Composer, Marc Shaiman
128, Original Music Composer, Joe Hisaishi
72105, Director of Photography, Michael Barrett
10470, Producer, Bernd Eichinger
533, Characters, Nick Park
77174, Director of Photography, Tristan Oliver
49948, Casting, Ruth Lambert
378236, Storyboard Designer, Keith Baxter
149870, Original Music Composer, Joe Hisaishi
9496, Editor, Ringo Waldenburger
12593, Producer, Steve Krantz
170687, Director, Anthony Stacchi
98566, Producer, Andrew Form
10539, Screenplay, Jonathan Roberts
16306, Adaptation, René Laloux
41201, Adaptation, Sylvain Chomet
291270, Animation, Owen Klatte
3170, Director, David Hand
10895, Adaptation, Ted Sears
223046, Original Music Composer, Carole King
49013, Script Supervisor, Nathan Stanton
10380, Characters, David Kirschner
230179, Production Design, Christian Eisele
257344, Story, Patrick Jean
43074, Characters, Harold Ramis
75258, Screenplay, Ryan Rowe
21724, Director of Photography, Mark Irwin
238713, Director of Photography, Robert D. Yeoman
120467, Original Music Composer, Alexandre Desplat
73686, Director of Photography, Jolanta Dylewska
9331, Producer, Mace Neufeld
77084, Assistant Director, Rafael Osorio
38843, Casting, Coreen Mayrs
71668, Producer, Joel Soisson
49047, Supervising Art Director, Mark Scruton
19101, Sound Designer, Richard Beggs
497, Casting, Mali Finn
45864, Production Design, Daniel J. Vivanco
38753, Co-Producer, Meryl Emmerton
24617, Hairstylist, Abby Collins
8373, Director, Michael Bay
773, Music, Mychael Danna
182, Director, Steven Soderbergh
292280, Director, Stacy Title
152747, Art Direction, Marco Niro
1073, Editor, Conrad Buff IV
277, Producer, Richard S. Wright
17578, Producer, Steven Spielberg
346672, Characters, Kevin Grevioux
38408, Set Decoration, Cindy Carr
10782, Supervising Sound Editor, Michael Payne
302026, Sound Designer, Tom Myers
34016, Costume Design, Molly Maginnis
227679, Creator, Leonard Yasahi
72197, Storyboard, Robert Stevenhagen
3179, Author, Joe Stillman
314, Casting, John Papsidera
8880, Original Music Composer, Alberto Iglesias
9846, Second Unit Cinematographer, Robert D. Yeoman
10345, Producer, Charles Gordon
127380, Story, Bob Peterson
100241, Producer, Tom Rosenberg
157350, Set Decoration, Anne Kuljian
13804, Costume Design, Sanja Milkovic Hays
27579, Special Effects Coordinator, Renato Agostini
293167, Editor, Christian Wagner
396398, Director, Noah Baumbach
672, Production Design, Stuart Craig
36557, Novel, Ian Fleming
